,Coords,distance of sample from original dd,distance of sample from original ev,error,mean distance from mean_dd,mean distance from mean_ev,mean distance from original dd,mean distance from original ev,mean triangle count,original dd distance from mean,original dd vec,original ev distance from mean,original ev vec,original triangles,sample distances from mean dd vec,sample distances from mean ev vec,sample triangle counts,stdev distance from mean_dd,stdev distance from mean_ev,stdev distance from original dd,stdev distance from original ev,stdev triangle count,vector mean of deg dist,vector mean of eigenvalues,vector stdev of deg dist,vector stdev of eigenvalues
76,"(0.0, 0.07497060720146077, 6)","[[6036.74564646 6023.2967717  6025.16970715 6027.34269807 5988.42316474
  6029.799665   6032.36122924 6029.24290438 6016.4843555  6009.54374308
  6010.16738536 6014.92726473 6018.25074253 6034.22074505 6030.88534131
  6028.84300675 6031.46433298 6010.56137145 6025.10896167 6026.28409553
  6023.90023158 6019.93538171 6007.56389895 6003.35955945 6003.63789714
  6024.33813792 6024.79012083 6017.16793849 6022.53252378 6020.39533586]]","[[286.55628828 285.76031467 285.3257391  286.28716876 281.77658191
  285.06298329 285.48035241 286.0696664  284.64971305 284.23430762
  283.51078564 284.02376646 284.07296229 286.42461124 285.54024317
  285.16142308 285.99392674 284.09117738 284.76484477 284.86695872
  285.01229596 285.51529658 283.29187069 283.32633168 283.2254432
  285.16352455 285.40101579 284.70072679 285.34480149 284.73821051]]",6027.196529373371,34.52311949968584,2.6887545615167867,6020.558138612639,284.84577774124693,44163.03333333333,6020.462385158728,[[  0   0   0 ... 697 712 744]],284.83446522372765,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[42.62078262 33.07866046 31.33897112 30.05546724 66.91435654 46.72969553
  29.63327709 25.79272076 44.49042344 28.6088176  44.15198498 28.11994152
  45.69242583 37.71380531 27.24208346 30.66699275 28.93782607 28.57734145
  32.6618704  38.23346411 32.82272248 27.64774453 40.98533613 29.60063813
  37.88576396 29.75787477 29.97106012 29.1478606  29.51267148 27.10100449]]","[[3.54293325 1.98604421 2.39412601 3.20000046 4.5391606  1.82508426
  3.00201936 2.82722083 2.95852903 2.59438908 3.42476009 2.46161869
  3.34704414 2.66871655 1.82716281 2.53139667 2.49111275 2.50261647
  2.27199548 2.03418762 2.23466124 2.18963353 3.0754673  3.18551081
  3.43924899 3.10760182 2.20759733 2.10539324 2.2149977  2.47240651]]","[[41860. 43508. 44274. 43228. 48024. 43436. 42321. 42469. 45326. 45594.
  46231. 44737. 45560. 42215. 43306. 42931. 42024. 45383. 43702. 44326.
  43870. 43444. 45352. 45960. 46256. 43072. 43578. 45017. 43900. 43987.]]",8.623018162606023,0.6012183734064271,10.641095735054503,1.0706759059733055,1444.6915814649008,"[[ 10.43333333  11.73333333  12.33333333 ... 128.63333333 136.6
  158.33333333]]","[[-12.9186764  -12.29936385 -11.92884537 ...  23.30501174  24.61705024
   36.75557995]]","[[ 1.45334862  1.09341463  1.1055416  ...  7.87182035  8.47977987
  14.68635043]]",[[0.36300165 0.2366201  0.20774162 ... 0.88831931 1.09923266 0.47257865]]
77,"(0.0, 0.07497060720146077, 7)","[[5950.90514124 5936.163239   5936.89632721 5947.82565313 5935.37328228
  5950.0203361  5948.57798133 5936.28065374 5926.7869879  5955.67275797
  5937.10889238 5933.52424786 5958.79383768 5958.61980663 5940.2651456
  5959.15631612 5972.04537826 5950.29864797 5932.00674308 5931.06078202
  5946.67806426 5952.4398359  5939.84679937 5926.4464901  5941.34143102
  5947.90131055 5949.6981436  5940.82822509 5955.50300143 5957.00344133]]","[[280.44886445 279.56687768 279.72615334 280.01283535 278.92204215
  280.77994676 280.16068757 279.124337   277.927167   281.43751372
  280.23252252 279.003556   281.61169296 282.81072767 280.45232797
  281.77728631 283.55878613 281.78938181 278.86251007 278.24985261
  280.27444812 281.41810823 279.6439163  278.00836497 280.4847062
  280.19617291 281.13984384 280.4032509  281.49586979 282.18461132]]",5951.664075829317,37.60954521200603,2.859738399682131,5945.1689633386,280.390145387666,45761.13333333333,5945.056262886743,[[  0   0   0 ... 697 712 744]],280.37707222302237,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[37.29748279 32.04323468 33.33919948 34.10330711 33.86299193 32.95707646
  31.59803088 46.73437945 47.27827784 45.14534552 28.91658501 42.73369735
  40.41000976 34.18336177 29.78761861 30.99519676 42.22442684 35.23779537
  43.15517221 51.10155466 27.09555109 38.53442905 39.68755752 44.58141117
  36.17138218 27.28801121 37.38585591 34.23500483 49.28254142 40.91986749]]","[[1.78665013 2.13855103 2.47500335 2.78377316 3.22853086 2.16146598
  1.91759576 2.64184472 4.89048415 2.79674612 1.44192369 3.29517337
  2.28405691 4.1415977  1.46571141 2.31162038 4.88042285 2.79792615
  3.17075664 4.57988592 2.81900157 2.90791239 2.16477689 5.02742959
  1.69591544 3.58857598 2.9131472  2.03254354 2.17842688 3.27470223]]","[[46301. 47101. 47535. 45085. 47574. 45301. 46245. 46793. 49277. 44020.
  45652. 48295. 43836. 43591. 45969. 44127. 41661. 43568. 47254. 47472.
  46195. 43862. 46556. 49839. 45228. 45415. 44031. 46139. 44293. 44619.]]",6.492551120875792,0.9910898882949974,10.798025533937018,1.3525386200350382,1809.9215587668123,"[[ 11.8         13.06666667  13.66666667 ... 143.96666667 152.03333333
  170.9       ]]","[[-13.29834746 -12.89500641 -12.52617266 ...  23.22328121  24.58372409
   39.6459987 ]]","[[ 1.19443152  0.8537499   0.6992059  ...  8.99438096 10.86426354
  16.40396294]]",[[0.35616174 0.24024445 0.23983827 ... 1.05894932 1.56742863 0.47896014]]
78,"(0.0, 0.07497060720146077, 8)","[[5860.59177899 5857.64235849 5856.42860453 5861.79153502 5865.7383167
  5842.86932936 5874.2511012  5869.20931642 5872.05756103 5864.33150495
  5878.26964336 5845.51913862 5848.98965634 5862.47456284 5852.9474626
  5871.35316601 5852.88339197 5860.10477722 5865.58334695 5856.29712361
  5883.81202963 5852.73970035 5876.20234505 5873.41076377 5867.46810814
  5864.31769262 5874.75378207 5875.77654442 5866.29832177 5870.43797344]]","[[276.04564958 274.92525429 274.54129706 274.73625557 275.74020678
  272.88568361 276.97541571 276.14273274 275.55382832 275.30656216
  276.86112292 273.08133186 273.7444435  275.62800709 273.92906393
  275.95265414 275.23220931 274.29713039 275.72177392 274.42312043
  277.94062374 275.21524123 277.01306806 276.39097979 276.07054681
  276.04787429 276.31851522 276.20412154 275.17045586 276.78890504]]",5870.498520318505,38.26396586050824,2.7402935591596753,5864.151697916601,275.4961358299484,48569.433333333334,5864.031162187929,[[  0   0   0 ... 697 712 744]],275.48394862612287,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[38.37279129 32.18909408 35.66143264 32.12690115 48.35911956 45.98410353
  24.61444923 37.83302496 32.81571439 26.02315209 38.06666667 42.07142076
  32.03754742 43.5515531  42.25167978 38.29975341 33.58478491 36.17003057
  43.0805963  35.26004979 49.08432653 34.62664356 49.18405342 54.35014055
  36.30892146 36.31075751 27.46763752 35.64740913 45.68447341 40.90074707]]","[[2.75053537 1.97917255 2.81269993 2.73249108 3.06908727 5.28655887
  2.76676174 2.36100052 2.10240277 2.39368432 2.95910126 4.1882254
  3.32522227 2.31603763 2.83985849 2.18367251 2.01618026 3.17139098
  2.22786973 2.79520101 3.71905916 2.32770527 3.51445941 3.33822905
  1.80765416 2.09844952 2.39957412 1.9964627  1.82686848 2.90319096]]","[[49023. 49741. 50763. 49254. 49040. 51827. 46658. 47608. 48138. 48076.
  47667. 51796. 50341. 48804. 50240. 47964. 49572. 49550. 47594. 50636.
  45070. 49419. 46882. 46230. 47985. 48154. 46873. 47558. 48360. 46260.]]",6.990312738455631,0.746258101218205,9.966468206693687,1.162412728306343,1618.0716441355603,"[[ 12.8         13.83333333  14.53333333 ... 148.4        157.23333333
  174.96666667]]","[[-13.60010683 -13.21218903 -12.86097569 ...  23.54594135  25.03867972
   42.54094077]]","[[ 1.32664992  1.2405196   0.8055364  ... 10.35889312 11.69240019
  18.03234748]]",[[0.30174276 0.24208434 0.24173776 ... 1.06375822 1.17790459 0.42309251]]
79,"(0.0, 0.07497060720146077, 9)","[[5802.9228842  5783.19859593 5779.53094983 5789.35350449 5785.41804885
  5798.96783919 5807.0656962  5807.31538665 5797.35198172 5775.67935398
  5805.76403241 5812.60251523 5789.34918622 5800.60996793 5781.97526802
  5794.85841069 5791.58199458 5786.39957141 5781.47230383 5786.79012925
  5783.63224972 5790.65937524 5815.93277128 5783.70746148 5790.98437228
  5790.69892155 5776.61579127 5787.7817858  5802.49049978 5779.15547463]]","[[272.6090662  270.92767433 271.06424254 272.11006423 270.55136208
  272.09301878 272.82503023 273.08312103 273.10737811 270.51061086
  273.85879912 273.80093909 272.13192536 272.8786442  270.02081555
  271.78930288 271.25922249 271.18529526 270.30215454 270.40262803
  271.84955087 271.96126847 274.49653702 270.47150253 270.75064234
  271.63908072 269.18765351 271.51446513 273.00786458 270.9902734 ]]",5798.203695019894,43.39970426200806,2.8341530236631933,5791.995544121793,271.7460044482145,50410.666666666664,5791.832815650366,[[  0   0   0 ... 697 712 744]],271.73281822024376,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[51.21683751 50.2907988  39.18372678 45.60881981 56.4903925  64.71808952
  46.55782546 35.01567903 49.67055913 41.72007244 32.95802044 36.8442367
  34.93753155 50.93817604 41.90025192 45.70081448 30.65449034 30.28142078
  40.14761651 43.22149671 80.08723022 36.93549933 38.30880375 29.38873556
  44.143302   52.7917081  45.79116848 30.04825748 41.53830896 34.90125754]]","[[2.26237398 2.50120903 3.18823546 2.31586295 2.61285339 2.54926292
  2.29107121 2.88758792 2.56569178 2.87900642 3.7059093  3.22444756
  1.96716326 2.43995541 3.3012718  1.83966375 2.53849105 1.7688286
  3.29235115 2.4696945  3.13374898 1.8344405  4.75138464 3.07315921
  3.64442307 2.02693601 5.63055047 2.52569684 3.39171748 2.41160208]]","[[48925. 52074. 51897. 49902. 52339. 49737. 48957. 47829. 48385. 52104.
  47531. 47633. 50322. 48911. 52254. 50591. 51439. 51537. 52560. 52618.
  49394. 50341. 46971. 52428. 51984. 49928. 53049. 50874. 47600. 52206.]]",10.756450414788123,0.8258348245315859,10.687229448594186,1.2441828105110493,1814.960813779613,"[[ 13.63333333  14.6         15.3        ... 163.7        176.83333333
  191.06666667]]","[[-14.1705068  -13.71855649 -13.35076787 ...  23.49144668  24.78985544
   45.28354461]]","[[ 1.11005505  0.84063468  0.9        ... 12.12201853 14.51684845
  14.27336291]]",[[0.26830287 0.24019245 0.22460864 ... 0.93804431 1.39375177 0.41372315]]
80,"(0.0, 0.0856806939445266, 0)","[[6291.25885654 6320.23338177 6302.07727658 6294.47376673 6313.04490717
  6313.56824625 6305.00737509 6299.87650673 6323.94939891 6295.62530651
  6329.02820344 6295.58845542 6311.8263601  6296.23792435 6294.68029371
  6343.95775522 6311.61738384 6315.77327015 6305.58942526 6307.3014832
  6280.42084577 6341.10337402 6324.94379422 6314.90570001 6306.34109449
  6309.57764038 6303.06956966 6312.35534488 6289.32524203 6310.5717649 ]]","[[303.71694268 306.85689234 305.09017694 303.96132826 305.75576574
  306.18282664 304.79053474 303.96364319 307.24308235 302.70917588
  307.11489328 303.97398538 306.71202089 303.84739455 304.31559778
  309.43249359 306.55625111 305.91362801 304.62294858 304.9471859
  300.75414267 309.44368773 307.22936274 305.87259024 304.83014696
  304.86809926 305.45063439 305.70194867 304.01757786 306.26454357]]",6316.136766591342,22.16124253868808,3.6594006398794554,6308.777664910949,305.40465006358517,66935.73333333334,6308.7497201197575,[[  0   0   0 ... 697 712 744]],305.3860232162101,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[27.43655307 20.56772012 15.49293746 20.82381116 21.79214945 12.64506931
  14.5269099  17.54131631 19.2552446  37.84747166 28.50083819 21.30331221
  17.42118761 18.78734799 23.67905779 38.869411   17.16287984 17.09476853
  13.05747976 12.32197675 42.10262594 38.66908038 23.95616367 16.24082647
  18.87938323 17.50898182 22.73831812 18.92347161 30.00940593 19.68157627]]","[[5.11984308 2.80886912 2.88745573 3.4554798  2.63460738 2.51171867
  2.98790063 3.52698856 3.47782956 5.8598357  4.33310692 3.89713001
  3.2673683  2.64318738 3.68267497 5.08962762 4.24775674 2.73686876
  3.91202803 2.20247361 6.60556477 5.59998014 3.61567759 2.29947717
  3.10060298 3.12436595 4.09606039 2.91574941 3.98361969 3.15817053]]","[[70296. 65118. 67632. 67910. 65635. 66718. 66889. 69185. 64658. 67344.
  63350. 67491. 67718. 68848. 69532. 62806. 67232. 66269. 66279. 66976.
  70181. 63048. 64900. 65572. 66720. 66806. 69101. 67309. 69982. 66567.]]",7.973804071060694,1.069682544095805,14.216471224773352,1.7771688549609328,1969.2384642010445,"[[ 5.13333333  6.63333333  6.93333333 ... 40.76666667 41.26666667
  42.13333333]]","[[-7.48496739 -7.13717689 -6.96729866 ... 27.7498015  29.37618955
  31.36467914]]",[[1.5860503  1.11005505 0.9977753  ... 3.01864576 3.04338992 3.26326353]],[[0.38753856 0.15286602 0.14299736 ... 0.96027299 1.29559619 1.83863933]]
81,"(0.0, 0.0856806939445266, 1)","[[6241.2737482  6234.72100418 6248.15012624 6249.52558199 6236.36047707
  6241.8131981  6246.33732679 6232.1542022  6240.14134455 6245.51262908
  6236.69030817 6254.08938216 6245.74687287 6234.94186019 6241.21462538
  6248.04369383 6253.22156972 6283.37377529 6247.71510234 6254.78632729
  6255.03285363 6251.2211607  6261.20371814 6254.47679666 6251.09190462
  6213.00297763 6234.28135393 6261.47586436 6233.98059028 6268.62137954]]","[[298.41036937 298.08984209 299.70122173 299.7415914  297.93310669
  298.47731774 298.69336509 297.02585813 297.63221551 299.84272203
  298.48833692 299.92699826 298.93704638 298.87023307 298.41566544
  298.37755479 300.32530256 303.3605867  298.50043034 299.4514365
  300.52251124 300.10217752 301.4042273  300.27545586 299.25353088
  296.08938928 298.15644106 299.05442947 296.15681843 301.4786952 ]]",6253.759447553182,30.30124890137704,3.296964712671342,6246.6733918378095,299.0898292325467,67138.23333333334,6246.604034726923,[[  0   0   0 ... 697 712 744]],299.0740062158801,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[19.04818452 27.46694984 20.61310263 25.23687778 30.53031281 25.61314767
  18.26563257 32.55712928 32.79583307 39.17779984 25.3646736  22.05523369
  23.304506   27.33922701 25.60143225 24.24389958 26.9078675  48.94248325
  16.28393892 19.78972798 37.9389861  36.00509223 28.37898283 29.98944259
  31.12822942 46.97978289 23.2414859  65.26637726 31.44254019 47.52858789]]","[[2.77337382 2.98002947 2.55217152 2.90051601 3.15813863 3.60036818
  2.85537294 3.80248931 3.34695247 2.9720386  2.70977396 2.70507669
  3.48273418 3.03599378 2.75634799 2.58244143 2.78734719 6.62564197
  2.10107263 2.80451288 3.28558916 2.91477685 3.45869911 2.83133696
  2.57054079 5.29474039 3.04179036 4.55911065 4.80721466 3.6127488 ]]","[[68851. 68192. 65753. 67858. 67668. 66019. 68093. 68989. 68900. 67984.
  69053. 65919. 68201. 68503. 67915. 67319. 66719. 60378. 66472. 65086.
  66316. 67654. 66073. 66382. 66470. 71207. 68837. 64581. 68386. 64369.]]",10.53570034138517,0.918624483050091,12.754177309665709,1.4996969426207118,1947.5133492624782,"[[ 6.83333333  8.06666667  8.53333333 ... 56.33333333 65.7
  87.5       ]]","[[-9.4538538  -8.30148115 -7.86291294 ... 28.07802718 29.27696854
  31.21882728]]","[[ 1.18556128  0.9977753   1.05619863 ...  6.14997742 12.07518116
  18.96268265]]",[[0.83365028 0.42747346 0.24631095 ... 0.73718002 1.01398358 1.37546078]]
82,"(0.0, 0.0856806939445266, 2)","[[6176.67612879 6176.26375732 6181.88207587 6195.88831404 6180.51923385
  6198.7722978  6174.29720697 6180.170386   6184.3845288  6162.91976258
  6163.93770248 6176.10654053 6151.16070348 6169.85461741 6170.77110254
  6173.43421444 6203.36183049 6183.02013582 6160.16038752 6167.02910647
  6172.60236853 6182.75116756 6185.19862252 6153.2443475  6185.11390356
  6177.02841179 6170.03468386 6169.69642689 6189.97302094 6151.10624197]]","[[293.35986783 292.54052451 293.8057714  295.70566884 293.7775024
  295.10495079 291.35362918 293.28655649 293.75727353 290.15591195
  291.47883471 293.56085102 290.62502028 292.96560797 292.60106865
  293.34645177 295.53926535 293.90236135 290.57587612 291.31809865
  291.48946885 294.95550806 293.88266355 290.57459736 293.8561604
  291.90502057 292.38784583 292.39409258 294.12074801 289.32603055]]",6182.432970071732,32.85883964931801,3.4448494431385095,6175.578640943987,292.788440952004,67791.76666666666,6175.496927193615,[[  0   0   0 ... 697 712 744]],292.77146659499317,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[23.97146452 28.7581486  28.52188244 35.39912114 50.04495757 34.37680096
  22.49958024 25.29883616 29.20669634 34.61258602 32.42166628 24.89640759
  39.86850609 18.54627845 27.42926256 27.69532652 34.26316454 28.50551604
  32.98430603 69.66130761 32.86179815 38.65873482 26.94620155 33.75743539
  40.18330223 26.58253395 23.27869794 39.00381748 34.51421607 41.01663619]]","[[3.21837908 3.01633066 2.95605275 4.19782809 3.54252549 4.28188234
  3.18859741 2.60683518 2.34343152 5.00511624 4.39313009 2.57454871
  4.05317767 2.49996981 2.04980154 3.39189722 3.96609415 2.71001583
  4.18046715 3.59399385 3.70143382 4.71187855 3.43516431 4.85132791
  3.20700852 2.85267349 2.10931105 2.84545636 3.13556851 4.72558601]]","[[68481. 66967. 68256. 64529. 66637. 63873. 69869. 67960. 67131. 69650.
  71116. 67367. 70651. 69088. 68336. 69124. 64778. 65987. 69961. 68274.
  67214. 67057. 64300. 71657. 65331. 67084. 68636. 69263. 65192. 69984.]]",9.50432598641074,0.8235207909891191,12.680017735146638,1.614209173897881,2052.4734782425057,"[[  7.63333333   9.13333333   9.8        ...  77.33333333  88.
  107.16666667]]","[[-10.57003844  -9.63566165  -9.10526787 ...  28.15812295  29.75613516
   32.7853434 ]]","[[ 1.27758453  1.30979218  1.13724814 ...  6.8815373  13.60147051
  16.96679764]]",[[0.65053911 0.44931793 0.2300488  ... 0.77807393 1.45883221 1.37841067]]
83,"(0.0, 0.0856806939445266, 3)","[[6104.17086917 6099.49227395 6102.89144586 6101.78580417 6107.00352055
  6114.68461983 6100.02999993 6104.83382247 6130.17569079 6088.93209028
  6119.8111082  6073.6917933  6115.52483439 6100.06524555 6095.25553197
  6098.85907363 6116.62145306 6082.86823793 6088.54333975 6104.0555371
  6105.66556569 6117.18758908 6107.79960379 6125.19518056 6118.64331368
  6092.00114905 6111.47085406 6079.696374   6111.39411264 6109.38180179]]","[[287.86236112 287.38130904 288.25532181 287.07308276 287.74649211
  288.9608694  286.87137629 287.40390203 290.10480281 286.29081801
  288.381067   284.43711041 288.70145957 287.59569023 286.7651144
  286.2104029  288.4360027  284.89963627 286.36031141 288.08652233
  287.25275669 288.77911998 288.01908284 289.06036373 288.95794093
  286.49057549 288.07902507 285.22306896 288.11307278 287.88496724]]",6110.92580659938,34.26841887564798,3.08975707486325,6104.257727873187,287.5227875437743,68214.63333333333,6104.158716081283,[[  0   0   0 ... 697 712 744]],287.5075349467957,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[21.28609353 27.80823219 49.22835678 18.01012061 36.43118322 35.57102441
  33.09931184 21.76459919 37.213319   28.926881   92.54493203 54.50961179
  31.92122248 25.59878469 43.24000206 42.23700326 36.33773674 37.79811871
  23.67624219 22.3673373  34.87641674 30.29022578 25.59097063 31.16992853
  24.75407935 25.34096376 27.93619715 55.84112383 26.15398844 26.52855903]]","[[2.03268196 2.68141477 2.51087728 2.35192482 2.30239621 3.06389278
  3.20243447 2.51618045 4.60715742 2.41486403 3.73220488 5.88612806
  3.07726287 2.29656623 3.55402675 3.32890242 2.46223651 4.82685847
  3.01858131 2.01979338 2.91576483 3.20886936 2.20122771 3.734613
  3.24417011 2.84980583 2.34273398 3.99577547 4.34780021 1.96556667]]","[[68128. 68065. 67613. 68775. 68183. 66107. 69496. 67068. 63556. 69844.
  65225. 72546. 66168. 69166. 70549. 69791. 67352. 73017. 71127. 67659.
  67576. 65625. 67956. 64958. 66130. 70749. 67663. 72711. 65702. 67934.]]",14.26339218601318,0.915353967517048,12.999680783454309,1.2703408629517496,2318.451257245281,"[[  9.4         10.26666667  11.1        ...  94.76666667 106.56666667
  125.2       ]]","[[-11.4271801  -10.63386251 -10.09393853 ...  28.23316304  29.7609746
   34.22181762]]","[[ 1.68522995  1.03064166  1.01159939 ...  9.39036149 10.76934951
  21.85619668]]",[[0.63758789 0.34858519 0.37792846 ... 0.80226627 0.9599916  0.72149582]]
84,"(0.0, 0.0856806939445266, 4)","[[6055.25606395 6047.38935409 6038.06591551 6025.29600933 6032.13245876
  6026.04779271 6027.08619484 6044.74350159 6033.80941031 6045.70756818
  6035.59508251 6045.61278945 6013.99617559 6039.70247612 6052.85602009
  6020.03803975 6011.99085162 6010.6979628  6007.56656226 6024.55840705
  6019.0480975  6020.90690843 6032.97936347 6028.23440155 6044.90231517
  6026.51856381 6049.80181494 6032.42952715 6016.55682264 6038.10765058]]","[[284.78708822 284.18503961 282.80060124 281.58164765 282.19195797
  281.81698846 282.72966517 283.31809715 282.59856239 283.62746043
  283.1878759  283.76099818 280.96776835 283.30199148 284.46808641
  280.14176378 280.46448174 280.51135175 279.87404461 281.88305784
  281.4662648  281.19787798 283.06354856 282.33053646 283.86982088
  281.62589906 284.14804579 282.00072994 281.42952348 283.49226036]]",6038.092827173625,36.562179935566995,3.1100214676141738,6031.587803391426,282.4274345209982,69014.43333333333,6031.484738897675,[[  0   0   0 ... 697 712 744]],282.412524527554,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[38.54117567 28.67092992 25.98760388 34.64229913 46.30358757 27.80687365
  26.91633127 37.84647349 32.79464726 29.48709699 25.17317797 40.96855162
  40.05191076 41.90094138 30.38128079 38.08791001 49.14626695 38.13513982
  57.70518945 40.31239126 29.37043109 54.26867318 43.63128337 44.29396748
  37.36427289 24.96441912 37.33839251 39.96442863 33.28095885 21.52879209]]","[[3.88628915 3.61241204 2.69291092 3.11096284 2.85730941 2.1093299
  2.23916034 2.77419552 2.41793374 2.51292372 2.05074389 3.10466561
  3.25059798 2.5754185  3.66266321 4.96919211 4.52773706 3.90110822
  3.9234812  2.66386789 2.37076151 3.27449027 2.47717431 2.83684983
  3.32436882 3.61430616 3.80989319 2.86187113 3.22988813 2.65813742]]","[[66171. 65992. 67730. 70444. 68509. 70388. 69712. 68076. 67783. 67525.
  68865. 67230. 71028. 67759. 66433. 70073. 73688. 72914. 72590. 69951.
  71217. 69723. 68527. 67627. 68677. 69049. 66835. 70289. 69008. 66620.]]",8.609187503494914,0.6977556269515888,12.947457142536923,1.3180805580609263,1959.8368585732392,"[[  9.76666667  11.33333333  12.06666667 ... 106.26666667 120.63333333
  136.66666667]]","[[-11.99398322 -11.36276323 -10.83234415 ...  28.18472699  29.60461581
   36.49016746]]","[[ 1.96100881  1.3984118   1.18133634 ...  8.84282509 13.94389552
  18.00061727]]",[[0.47304349 0.48273184 0.27349509 ... 0.85960793 1.37027577 0.68206812]]
85,"(0.0, 0.0856806939445266, 5)","[[5958.21902921 5976.0065261  5937.8140759  5943.23396814 5944.4313437
  5950.68500259 5952.13642317 5970.90261183 5969.7167437  5950.2089039
  5954.80696581 5962.34903373 5937.37736715 5956.5063586  5959.48772966
  5950.97571832 5937.97271802 5950.56820816 5936.6121652  5954.94332467
  5953.23155941 5967.3769782  5946.41017758 5955.86534435 5954.19566356
  5950.43158099 5943.97779269 5956.45062097 5918.20411949 5947.16722482]]","[[277.03525421 279.68206248 275.71704252 276.5391471  276.10392109
  277.74417159 276.62525258 278.97777283 278.57093276 276.29235425
  277.4987105  278.48368416 275.89077325 277.19915116 277.48321998
  277.34557142 275.20069476 276.94812642 275.08743817 277.4952989
  276.93189843 278.17167029 275.98918795 277.15910874 277.1704537
  276.61009211 276.80275318 277.46285658 273.25392138 276.49719866]]",5957.94216341793,35.85894519213887,2.991282258545307,5951.608842653869,276.9323240379446,70950.23333333334,5951.50328927257,[[  0   0   0 ... 697 712 744]],276.91771415151686,"[[-60.44995929 -33.60454993 -31.52442303 ...  81.44382555 108.98708649
  256.31002739]]",3289057.0,"[[35.82088156 54.07527675 29.13192216 58.76338618 24.03058237 28.91831407
  59.97001102 42.61692413 32.50541835 38.57117519 39.89321858 25.9961963
  34.55723111 30.30075173 26.92710324 42.34857993 36.53038309 26.46763222
  56.3649024  30.71702387 30.31834795 31.18443344 32.70579289 40.12815581
  29.57705567 23.41371868 29.00578486 25.55912535 47.85814687 31.51087996]]","[[3.38509227 4.41043983 3.40889527 2.59897545 2.54472937 3.30353403
  2.91401068 3.26118042 3.33351233 4.35686044 2.38903891 3.0267659
  2.78126023 2.02130741 2.43361074 2.62503049 3.99374458 2.40787709
  2.77391099 2.43920394 2.39486035 2.54102314 3.01860992 1.85997507
  2.6477145  2.75834899 3.12527132 2.04985159 5.94247471 2.99135779]]","[[69445. 67969. 74073. 71439. 72481. 70300. 70856. 68194. 67734. 72292.
  69109. 68546. 72548. 69929. 70176. 69431. 73542. 70523. 73097. 70765.
  70507. 69227. 71688. 70679. 70089. 72262. 72430. 70647. 77342. 71187.]]",10.214393153044302,0.8159161014027784,11.566505274511684,1.2336135857041988,2002.6271359280927,"[[ 11.7         12.53333333  13.36666667 ... 122.6        134.83333333
  153.16666667]]","[[-12.643184   -11.96574725 -11.58278681 ...  28.52104366  30.31321587
   39.23873721]]","[[ 1.36991484  1.23107902  1.11005505 ... 10.06512129 13.48600097
  15.4144593 ]]",[[0.3886032  0.32212954 0.27597033 ... 0.98163324 1.2162115  0.62478129]]
